"Manufacturer Name","Model Name","HardWare Number","FirmWare Number","Application Number","Approval Number","Version","Approval Class","Product Type","Expiry Date","PIN Support","PIN Key Management","SRED Key Management","Prompt Control","PIN Entry Technology","Functions Provided","Approved usage","Remote-managed HSM","Supports ISO Format 4 (AES) PIN Blocks","Interface Isolation","Not Marketed"
"NEW POS Technology Limited",NEW9210," b = 0: No secondary wireless communication module  b = 2: WIFI  b = 3: WIFI & GPS  b = 4  WIFI & Bluetooth & GPS  b = 5: GPS  xxx00Hbxx2xxx-Axx (with CTLS)  xxx00Hbxx1xxx-Axx (no CTLS)"," 2.2-xxxxxx-Secure,2.1-xxxxxx-Secure,2.3-xxxxxx-Secure",,4-30294,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK",,Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"NEW POS Technology Limited",NEW9210H,HWxAxx,"2.6-xxxxxx-Secure2.6-xxxxxx-Secure: 31 Dec 2025",,4-90290,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK; AES:N/A; FPE:No",Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"NEW POS Technology Limited",NEW9220," HW1Axx (With CTLS) HW0Axx (No CTLS)","3.0-xxxxxx-Secure3.0-xxxxxx-Secure: 31 Dec 2024",,4-90187,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK; AES:N/A; FPE:No",Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"NEW POS Technology Limited",NEW9220," b = 0: No secondary wireless communication module  b = 2: WIFI  b = 3: WIFI & GPS  b = 4 WIFI & Bluetooth & GPS  b = 5: GPS  xxx00Hbxx2xxx-Axx;(with CTLS) xxx00Hbxx1xxx-Axx (without CTLS)","2.1-xxxxxx-Secure,2.3-xxxxxx-Secure",,4-30291,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK",,Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"NEW POS Technology Limited",NEW9220,xxx00H4xx2xxx-Axx,2.3-xxxxxx-Secure,,4-30436,3.x,KLD,,"30 Apr 2026",N/A,"TDES:N/A; AES:N/A",,N/A,N/A,,,,,,0
"NEW POS Technology Limited",NEW9310,"   HW0A01xx (Without CTLS; with Ethernet docking station)  HW1A00xx (With CTLS; without Ethernet docking station)  HW1A01xx (With CTLS; with Ethernet docking station) HW0A00xx (Without CTLS; without Ethernet docking station)","3.0-xxxxxx-Secure3.0-xxxxxx-Secure: 31 Dec 2025",,4-90271,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK; AES:N/A; FPE:No",Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"NEW POS Technology Limited",NEW9310Pro," HW1A10xx HW1A00xx","3.0-xxxxxx-Secure3.0-xxxxxx-Secure: 31 Dec 2026",,4-90358,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK; AES:N/A; FPE:No",Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"NEW POS Technology Limited",T2," HW2A00xx (Without MSR) HW1A00xx (With MSR)","3.1-xxxxxx-Secure3.1-xxxxxx-Secure: 31 Dec 2026",,4-90311,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK; AES:N/A; FPE:No",Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"NEW WAY ELECTRONICS",P10," P10513071112000  P10513171113000 P10513071110000 P10513171113000"," 6201.29.0100.193.xxx, 6201.30.0100.232.xxx,6201.30.0100.193.xxx6201.29.0100.193.xxx: 31 Dec 2025,6201.30.0100.232.xxx: 31 Dec 2025,6201.30.0100.193.xxx: 31 Dec 2024",,4-40426,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK","TDES:MK/SK,DUKPT; AES:MK/SK; FPE:No",Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Nidec Instruments Corporation","ICM330 GEN5"," ICM33x-3R9xA0 Ver2 (1st x; minor change for model name; 2nd x; minor change for customer modification) ICM33x-3R9xA0 ICM33x-3R9xA0 (1st x: minor change for model name; 2nd x: minor change for customer modification)"," 5859-99x (x denotes minor change for customer modification),5279-0xA,5279-0xA (x denotes minor change for customer modification)",,4-70039,5.x,SCR,OEM,"30 Apr 2026",Offline,"TDES:MK/SK; AES:N/A",,N/A,N/A,"ICCR,MSR,SRED",,,,,0
"NumberFour AG","enfore Payment Checkout Display"," PCD11x PCD10x","1.0.xxxxxxxxxxxxxxxxxxxx1.0.xxxxxxxxxxxxxxxxxxxx: 31 Dec 2025",,4-80076,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:N/A; AES:MK/SK","TDES:N/A; AES:MK/SK; FPE:No",Vendor-controlled,"Touch Screen","Display,ICCR,CTLS,OP,SRED",,,Yes,,0
"NumberFour AG",enforeDonner,ED2xx,"1.0.xxxxxxxxxxxxxxxxxxxx1.0.xxxxxxxxxxxxxxxxxxxx: 31 Dec 2024",,4-80072,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:N/A; AES:MK/SK","TDES:N/A; AES:MK/SK; FPE:No",Vendor-controlled,"Touch Screen","Display,ICCR,CTLS,OP,SRED",,,Yes,,0
"NumberFour AG",enforeDonner,ED1xx,1.0.xxxxxxxxxxxxxxxxxxxx,,4-80049,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:N/A; AES:DUKPT",,Acquirer-controlled,"Touch Screen","Display,ICCR,CTLS,OP,SRED",,,,,0
"OASYS CYBERNETICS PRIVATE LIMITED",P10," P10513071112000  P10513171113000 P10513071110000 P10513171113000"," 6201.29.0100.193.xxx, 6201.30.0100.232.xxx,6201.30.0100.193.xxx6201.29.0100.193.xxx: 31 Dec 2025,6201.30.0100.232.xxx: 31 Dec 2025,6201.30.0100.193.xxx: 31 Dec 2024",,4-40425,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK","TDES:MK/SK,DUKPT; AES:MK/SK; FPE:No",Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"OKI Electric Industry Co. Ltd",HKB-J1001,"01.xx 02.xx","03.xx,04.xx",,4-40258,5.x,EPP,OEM,"30 Apr 2026",Online,"TDES:MK/SK,DUKPT; AES:MK/SK",,N/A,"Physical Keypad",,,,,,0
"OKI Electric Industry Co. Ltd",HMB9201B,01.xx,02.xx,,4-40230,5.x,EPP,OEM,"30 Apr 2026",Online,"TDES:MK/SK; AES:MK/SK",,N/A,"Physical Keypad",,,,,,0
"OKI Electric Industry Co. Ltd",HMB9201S," 05.xx 04.xx"," 06.xx,05.xx,07.xx",,4-10264,5.x,EPP,OEM,"30 Apr 2026",Online,"TDES:MK/SK,DUKPT; AES:MK/SK",,N/A,"Physical Keypad",,,,,,0
"OMA GROUP LLC",OM-A480,1.0,1.0.xx-xxxx,,4-90197,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK",,Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"OMA GROUP LLC",OM-A485,"   HW0A01xx (Without CTLS; with Ethernet docking station)  HW1A00xx (With CTLS; without Ethernet docking station)  HW1A01xx (With CTLS; with Ethernet docking station) HW0A00xx (Without CTLS; without Ethernet docking station)","3.0-xxxxxx-Secure3.0-xxxxxx-Secure: 31 Dec 2025",,4-90283,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK; AES:N/A; FPE:No",Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"OMA GROUP LLC",OM-A880," xxx00Hbxx2xxx-Axx;(with CTLS) xxx00Hbxx1xxx-Axx (without CTLS)","2.1-xxxxxx-Secure,2.3-xxxxxx-Secure",,4-30397,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK",,Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"OMA GROUP LLC",OM-A880," HW1Axx (With CTLS) HW0Axx (No CTLS)","3.0-xxxxxx-Secure3.0-xxxxxx-Secure: 31 Dec 2024",,4-90222,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK; AES:N/A; FPE:No",Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"OMA GROUP LLC",OM-T680," HW1Axx (With CTLS) HW0Axx (No CTLS)",2.1-xxxxxx-Secure,,4-90115,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK",,Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"OMA GROUP LLC",OM-T780," HW1Axx (With CTLS) HW0Axx (No CTLS)",2.1-xxxxxx-Secure,,4-90114,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK",,Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Omron Social Solutions Co., Ltd.",3M8CX-TE,21-01.00.xxx," AP: xx20-1150000-xxx,SP: 7160100xSP: 7160100x: 31 Dec 2024,AP: xx20-1150000-xxx: 31 Dec 2024",,4-40322,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK","TDES:MK/SK,DUKPT; AES:MK/SK; FPE:No",Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Omron Social Solutions Co., Ltd.",IC-PAD-B,T01.xxx,"1.x.x1.x.x: 31 Dec 2026",,4-40445,6.x,EPP,OEM,"30 Apr 2031",Online,"TDES:DUKPT; AES:MK/SK","TDES:N/A; AES:N/A; FPE:No",N/A,"Physical Keypad",,,,,,0
"Panasonic Connect Co., Ltd.",JT-C60W," 60WxxxBx 60WxxxAx 60WxxxCx"," 010002-xxxx (Security Processor), C6021.xx-xxx-xx-xxx (Application Processor), C6022.xx-xxx-xx-xxx (Application Processor),010001-xxxx (Security Processor)",,4-40280,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:DUKPT; AES:DUKPT",,Vendor-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Panasonic Connect Co., Ltd.",JT-R600CR,600x5Bx," M15313-xx-xx-xxx (SRED encryption mode),M15303-xx-xx-xxx (SRED non-encryption mode)",,4-30346,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:DUKPT; AES:DUKPT",,Vendor-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,SRED",,,,,0
"Panasonic Connect Co., Ltd.",JT-VC10," C10xxxBx  C10xxxCx C10xxxAx C10xxxCx","020001-xxxx020001-xxxx: 31 Dec 2026",,4-40317,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:DUKPT; AES:DUKPT","TDES:DUKPT; AES:N/A; FPE:No",Vendor-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,SRED",,,Yes,,0
"Panasonic Connect Co., Ltd.",JT-VM1S," M11xxAAx M10xxAAx"," VM1021.17-xxx-xx-xxx,031001-xxx-xxxx031001-xxx-xxxx: 31 Dec 2026,VM1021.17-xxx-xx-xxx: 31 Dec 2026",,4-60252,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:DUKPT; AES:DUKPT","TDES:DUKPT; AES:DUKPT; FPE:No",Vendor-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Panasonic Connect Co., Ltd.","JT-VS10, JT-VS1S",S1xxxxAx," VS1011.17-xxx-xx-xxx, VS1022.17-xxx-xx-xxx,030001-xxx-xxxx,030002-xxx-xxxx030001-xxx-xxxx: 31 Dec 2026,VS1011.17-xxx-xx-xxx : 31 Dec 2026,030002-xxx-xxxx: 31 Dec 2026,VS1022.17-xxx-xx-xxx: 31 Dec 2026",,4-60247,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:DUKPT; AES:DUKPT","TDES:DUKPT; AES:DUKPT; FPE:No",Vendor-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Paritet-Telecom Limited Liability Partnership",P12," P125141x112xxxx P125140x112xxxx","6201.30.00.232.xxx6201.30.00.232.xxx: 31 Dec 2025",,4-40378,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK","TDES:MK/SK; AES:MK/SK; FPE:No",Acquirer-controlled,"Touch Screen","Display,ICCR,CTLS,OP,SRED",,,Yes,,0
"PAX Computer Technology (Shenzhen) Co., Ltd.",A30," A30-xxx-0x5-0xxx (without CTLS) A30-xxx-Rx5-0xxx (with CTLS)",25.00.xxxx,2.05.xxxx,4-30407,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed,DUKPT",,Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"PAX Computer Technology (Shenzhen) Co., Ltd.",A33," A33-0xx-Rx6-Axxx A33-0xx-Rx6-0xxx","26.00.xx xxxxx26.00.xx xxxxx: 31 Dec 2026",,4-40439,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:Yes",Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"PAX Computer Technology (Shenzhen) Co., Ltd.",A35," A35-xxx-0x6-0xxx (No CTLS reader)  A35-xxx-0x6-Axxx (No CTLS reader)  A35-xxx-Rx6-2xxx  A35-xxx-Rx6-Axxx (CTLS reader) A35-xxx-Rx6-0xxx (CTLS reader) A35-xxx-Rx6-1xxx","26.00.xxxx,26.01.xxxx26.00.xxxx: 31 Dec 2026,26.01.xxxx: 31 Dec 2026",,4-40305,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:Yes",Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"PAX Computer Technology (Shenzhen) Co., Ltd.",A3700," A3700-xxx-Rx6-0xxx (with CTLS); A3700-xxx-0x6-0xxx (without CTLS)","26.00.xxxx26.00.xxxx: 31 Dec 2024",,4-40340,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:Yes",Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"PAX Computer Technology (Shenzhen) Co., Ltd.",A50," A50-xxx-0x5-0xxx (no CTLS support)  A50-xxx-0x5-1xxx (no CTLS support)  A50-xxx-0x5-2xxx (no CTLS support)  A50-xxx-Rx5-1xxx (CTLS support) A50-xxx-Rx5-0xxx (CTLS support) A50-xxx-Rx5-2xxx (CTLS support)"," 25.01.xxxx,25.00.xxxx",,4-90062,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT",,Acquirer-controlled,"Touch Screen","Display,ICCR,CTLS,OP,SRED",,,Yes,,0
"PAX Computer Technology (Shenzhen) Co., Ltd.","A50, A50D"," A50-1xx-0x6-0xxx (A50; Non-CTLS)  A50-1xx-0x6-1xxx (A50D; Non-CTLS)  A50-1xx-0x6-2xxx (A50D; Non-CTLS)  A50-1xx-Rx6-1xxx (A50D; CTLS) A50-1xx-Rx6-0xxx (A50; CTLS) A50-1xx-Rx6-2xxx (A50D; CTLS)","26.00.xxxx,26.01.xxxx26.00.xxxx: 31 Dec 2025,26.01.xxxx: 31 Dec 2025",,4-90245,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:Yes",Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,No,Yes,,0
"PAX Computer Technology (Shenzhen) Co., Ltd.",A5000,"   A5000-0xx-Rx6-1xxx (with MSR) A5000-0xx-Rx6-0xxx (without MSR)","26.00.xx xxxxx26.00.xx xxxxx: 31 Dec 2026",,4-90353,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:Yes",Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"PAX Computer Technology (Shenzhen) Co., Ltd.",A60," A60-xxx-0x5-0xxx (no CTLS) A60-xxx-Rx5-0xxx (with CTLS)",25.00.xxxx,"AP: Android 6.0 (Modified). Linux Kernel 3.10.65",4-30320,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK,DUKPT",,Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,,,1
"PAX Computer Technology (Shenzhen) Co., Ltd.",A6630,"   A6630-0xx-Rx6-1xxx A6630-0xx-Rx6-0xxx","26.00.xx xxxxx26.00.xx xxxxx: 31 Dec 2026",,4-90357,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:Yes",Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"PAX Computer Technology (Shenzhen) Co., Ltd.",A6650," A6650-0xx-0x6-1xxx (NON-CTLS)  A6650-0xx-Rx6-0xxx (CTLS)  A6650-0xx-Rx6-1xxx (CTLS) A6650-0xx-0x6-0xxx (NON-CTLS)","26.00.01 xxxxx26.00.01 xxxxx: 31 Dec 2025",,4-40363,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:Yes",Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"PAX Computer Technology (Shenzhen) Co., Ltd.",A77," A77-xxx-0x6-0xxx (No CTLS reader)  A77-xxx-0x6-1xxx (NON-CTLS)  A77-xxx-Rx6-1xxx (CTLS) A77-xxx-0x6-1xxx (NON-CTLS) A77-xxx-Rx6-0xxx (CTLS reader)"," 26.01.xxxx,26.00.xxxx26.00.xxxx: 31 Dec 2026,26.01.xxxx: 31 Dec 2024",,4-40312,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:Yes",Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"PAX Computer Technology (Shenzhen) Co., Ltd.",A77," A77-xxx-0x5-0xxx  A77-xxx-0x5-1xxx  A77-xxx-0x5-2xxx (NON-CTLS)  A77-xxx-Rx5-1xxx  A77-xxx-Rx5-2xxx (CTLS) A77-xxx-Rx5-0xxx"," 25.01.xxxx, 25.02.xxxx,25.00.xxxx,25.03.xxxx",,4-40269,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK,DUKPT",,Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"PAX Computer Technology (Shenzhen) Co., Ltd.",A77C," A77-2xx-Rx6-2xxx (CTLS)  A77-2xx-Rx6-3xxx (CTLS) A77-2xx-0x6-2xxx (NON-CTLS) A77-2xx-0x6-3xxx (NON-CTLS)","26.00.xxxx,26.01.xxxx26.00.xxxx: 31 Dec 2025,26.01.xxxx: 31 Dec 2025",,4-40368,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:Yes",Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"PAX Computer Technology (Shenzhen) Co., Ltd.",A80,"   A80-xxx-Rx6-0xxx (with CTLS on hardware) A80-xxx-0x6-0xxx (without CTLS on hardware)","24.00.xx xxxxx",1.01.xx,4-90267,4.x,KLD,,"30 Apr 2032",N/A,"TDES:N/A; AES:N/A",,N/A,N/A,"Display,OP",,No,No,,0
"PAX Computer Technology (Shenzhen) Co., Ltd.",A80," A80-xxx-0x6-0xxx A80-xxx-Rx6-0xxx","26.00.xxxx26.00.xxxx: 31 Dec 2024",,4-90192,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:Yes",Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"PAX Computer Technology (Shenzhen) Co., Ltd.",A80," A80-xxx-0x5-0xxx (without CTLS)  A80-xxx-0x5-1xxx (without CTLS)  A80-xxx-Rx5-1xxx (with CTLS) A80-xxx-Rx5-0xxx (with CTLS) A80-xxx-Rx5-1xxx (with CTLS)"," 25.01.xxxx,25.00.xxxx,25.02.xxxx",2.04.xxxx,4-30301,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed",,Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"PAX Computer Technology (Shenzhen) Co., Ltd.",A800," A800-xxx-0x6-1xxx  A800-xxx-0x6-Axxx  A800-xxx-0x6-Bxxx  A800-xxx-Rx6-0xxx  A800-xxx-Rx6-1xxx  A800-xxx-Rx6-Axxx  A800-xxx-Rx6-Bxxx A800-xxx-0x6-0xxx"," 26.01.xxxx, 26.02.xxxx 26.03.xxxx,26.00.xxxx,26.04.xxxx 26.05.xxxx26.00.xxxx: 31 Dec 2026,26.01.xxxx: 31 Dec 2026,26.02.xxxx, 26.03.xxxx: 31 Dec 2026,26.04.xxxx, 26.05.xxxx: 31 Dec 2026",,4-90139,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:Yes",Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"PAX Computer Technology (Shenzhen) Co., Ltd.","A8500N, A8500P"," A8500-0xx-0x6-1xxx (NON-CTLS)  A8500-0xx-Rx6-0xxx (CTLS)  A8500-0xx-Rx6-1xxx (CTLS) A8500-0xx-0x6-0xxx (NON-CTLS)","26.00.xx xxxxx26.00.xx xxxxx: 31 Dec 2025",,4-90286,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:Yes",Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"PAX Computer Technology (Shenzhen) Co., Ltd.",A8700," A8700-0xx-Rx6-0xxx (CTLS) A8700-0xx-0x6-0xxx (Non-CLTS)","26.00.xxxx26.00.xxxx: 31 Dec 2025",,4-40356,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:Yes",Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"PAX Computer Technology (Shenzhen) Co., Ltd.","A8900K4, A8900K5, A8900T5"," A8900-0xx-Rx6-1xxx  A8900-0xx-Rx6-2xxx  A8900-0xx-Rx6-Axxx  A8900-0xx-Rx6-Bxxx A8900-0xx-Rx6-0xxx","26.00.xx xxxxx26.00.xx xxxxx: 31 Dec 2026",,4-90334,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:Yes",Acquirer-controlled,"Physical Keypad,Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"PAX Computer Technology (Shenzhen) Co., Ltd.",A910," A910-xxx-0x6-0xxx (without CTLS)  A910-xxx-0x6-1xxx (without CTLS) A910-xxx-Rx6-0xxx (with CTLS) A910-xxx-Rx6-1xxx (with CTLS)"," 26.02.xxxx,26.00.xxxx,26.01.xxxx26.01.xxxx: 31 Dec 2024,26.02.xxxx: 31 Dec 2024,26.00.xxxx: 31 Dec 2022",,4-30410,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:Yes",Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"PAX Computer Technology (Shenzhen) Co., Ltd.",A910," A910-xxx-0x5-0xxx (no CTLS) A910-xxx-Rx5-0xxx (with CTLS)",25.00.xxxx,,4-30334,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK,DUKPT",,Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
